run_id,variant,model,prompt_strategy,tier,tier_order,database,question,gold_sql,generated_sql,outcome,correct,executed,silent_failure,error_type,confidence,confidence_bucket,gold_rows,returned_rows,tokens,cost_usd,latency_ms
295,V3,Llama 3.1 70B,zero-shot,moderate,2,election_representative,What are the names of representatives with more than 10000 votes in election?,SELECT T2.Name FROM election AS T1 JOIN representative AS T2 ON T1.Representative_ID = T2.Representative_ID WHERE Votes > 10000,SELECT T2.Name FROM election AS T1 INNER JOIN representative AS T2 ON T1.Representative_ID = T2.Representative_ID WHERE T1.Votes > 10000,Correct,1,1,0,none,1.0,0.9 to 1.0,4,4,306,0.000192,2652
296,V4,Llama 3.1 70B,few-shot,moderate,2,election_representative,What are the names of representatives with more than 10000 votes in election?,SELECT T2.Name FROM election AS T1 JOIN representative AS T2 ON T1.Representative_ID = T2.Representative_ID WHERE Votes > 10000,SELECT T2.Name FROM election AS T1 JOIN representative AS T2 ON T1.Representative_ID = T2.Representative_ID WHERE T1.Votes > 10000,Correct,1,1,0,none,0.9,0.9 to 1.0,4,4,933,0.000561,4482
297,V1,Llama 3.1 8B,zero-shot,moderate,2,formula_1,What are the names of all races that occurred after 12:00:00 or before 09:00:00?,"SELECT name FROM races WHERE TIME > ""12:00:00"" OR TIME < ""09:00:00""",SELECT name FROM races WHERE time > '12:00:00' OR time < '09:00:00',Correct,1,1,0,none,1.0,0.9 to 1.0,869,869,1217,0.000062,13328
298,V2,Llama 3.1 8B,few-shot,moderate,2,formula_1,What are the names of all races that occurred after 12:00:00 or before 09:00:00?,"SELECT name FROM races WHERE TIME > ""12:00:00"" OR TIME < ""09:00:00""",SELECT T1.name FROM races AS T1 JOIN results AS T2 ON T1.raceId = T2.raceId WHERE T2.time > '12:00:00' OR T2.time < '09:00:00',Silent failure,0,1,1,wrong_join,0.95,0.9 to 1.0,869,10000,1875,0.000096,17565
299,V3,Llama 3.1 70B,zero-shot,moderate,2,formula_1,What are the names of all races that occurred after 12:00:00 or before 09:00:00?,"SELECT name FROM races WHERE TIME > ""12:00:00"" OR TIME < ""09:00:00""",SELECT name FROM races WHERE time > '12:00:00' OR time < '09:00:00',Correct,1,1,0,none,1.0,0.9 to 1.0,869,869,1219,0.000727,6588
300,V4,Llama 3.1 70B,few-shot,moderate,2,formula_1,What are the names of all races that occurred after 12:00:00 or before 09:00:00?,"SELECT name FROM races WHERE TIME > ""12:00:00"" OR TIME < ""09:00:00""",SELECT name FROM races WHERE time > '12:00:00' OR time < '09:00:00',Correct,1,1,0,none,0.9,0.9 to 1.0,869,869,1849,0.001099,8339
301,V1,Llama 3.1 8B,zero-shot,moderate,2,hr_1,display the employee ID for each employee and the date on which he ended his previous job.,"SELECT employee_id , MAX(end_date) FROM job_history GROUP BY employee_id","SELECT e.employee_id, jh.end_date FROM employees e LEFT JOIN job_history jh ON e.employee_id = jh.employee_id AND jh.end_date = ( SELECT MAX(end_date) FROM job_history WHERE employee_id = e.employee_id )",Silent failure,0,1,1,wrong_join,0.9,0.9 to 1.0,8,107,885,0.000046,8513
302,V2,Llama 3.1 8B,few-shot,moderate,2,hr_1,display the employee ID for each employee and the date on which he ended his previous job.,"SELECT employee_id , MAX(end_date) FROM job_history GROUP BY employee_id","SELECT E.employee_id, JH.end_date FROM employees E JOIN job_history JH ON E.employee_id = JH.employee_id ORDER BY E.employee_id",Silent failure,0,1,1,wrong_join,0.95,0.9 to 1.0,8,10,1495,0.000076,14983
303,V3,Llama 3.1 70B,zero-shot,moderate,2,hr_1,display the employee ID for each employee and the date on which he ended his previous job.,"SELECT employee_id , MAX(end_date) FROM job_history GROUP BY employee_id","SELECT e.EMPLOYEE_ID, jh.END_DATE FROM employees e JOIN job_history jh ON e.EMPLOYEE_ID = jh.EMPLOYEE_ID ORDER BY e.EMPLOYEE_ID",Silent failure,0,1,1,wrong_join,0.9,0.9 to 1.0,8,10,871,0.000525,2625
304,V4,Llama 3.1 70B,few-shot,moderate,2,hr_1,display the employee ID for each employee and the date on which he ended his previous job.,"SELECT employee_id , MAX(end_date) FROM job_history GROUP BY employee_id","SELECT E.EMPLOYEE_ID, JH.END_DATE FROM employees E JOIN job_history JH ON E.EMPLOYEE_ID = JH.EMPLOYEE_ID ORDER BY E.EMPLOYEE_ID",Silent failure,0,1,1,wrong_join,0.8,0.7 to 0.9,8,10,1503,0.000898,7930
305,V1,Llama 3.1 8B,zero-shot,moderate,2,inn_1,Which room has the highest base price?,"SELECT RoomId , roomName FROM Rooms ORDER BY basePrice DESC LIMIT 1;",SELECT roomName FROM Rooms ORDER BY basePrice DESC LIMIT 1,Silent failure,0,1,1,wrong_projection,1.0,0.9 to 1.0,1,1,306,0.000016,3208
306,V2,Llama 3.1 8B,few-shot,moderate,2,inn_1,Which room has the highest base price?,"SELECT RoomId , roomName FROM Rooms ORDER BY basePrice DESC LIMIT 1;",SELECT RoomId FROM Rooms ORDER BY basePrice DESC LIMIT 1,Silent failure,0,1,1,wrong_projection,0.95,0.9 to 1.0,1,1,938,0.000048,9402
307,V3,Llama 3.1 70B,zero-shot,moderate,2,inn_1,Which room has the highest base price?,"SELECT RoomId , roomName FROM Rooms ORDER BY basePrice DESC LIMIT 1;",SELECT roomName FROM Rooms ORDER BY basePrice DESC LIMIT 1,Silent failure,0,1,1,wrong_projection,1.0,0.9 to 1.0,1,1,309,0.000189,2393
308,V4,Llama 3.1 70B,few-shot,moderate,2,inn_1,Which room has the highest base price?,"SELECT RoomId , roomName FROM Rooms ORDER BY basePrice DESC LIMIT 1;",SELECT roomName FROM Rooms ORDER BY basePrice DESC LIMIT 1,Silent failure,0,1,1,wrong_projection,0.95,0.9 to 1.0,1,1,938,0.000559,5372
309,V1,Llama 3.1 8B,zero-shot,moderate,2,local_govt_mdm,what are the details of the cmi masters that have the cross reference code 'Tax'?,SELECT T1.cmi_details FROM Customer_Master_Index AS T1 JOIN CMI_Cross_References AS T2 ON T1.master_customer_id = T2.master_customer_id WHERE T2.source_system_code = 'Tax',SELECT cmi_details FROM Customer_Master_Index WHERE master_customer_id IN ( SELECT master_customer_id FROM CMI_Cross_References WHERE source_system_code = 'Tax' ),Silent failure,0,1,1,wrong_filter,0.9,0.9 to 1.0,6,4,617,0.000032,6277
310,V2,Llama 3.1 8B,few-shot,moderate,2,local_govt_mdm,what are the details of the cmi masters that have the cross reference code 'Tax'?,SELECT T1.cmi_details FROM Customer_Master_Index AS T1 JOIN CMI_Cross_References AS T2 ON T1.master_customer_id = T2.master_customer_id WHERE T2.source_system_code = 'Tax',SELECT cmi_details FROM Customer_Master_Index AS T1 JOIN CMI_Cross_References AS T2 ON T1.master_customer_id = T2.master_customer_id WHERE T2.source_system_code = 'Tax',Correct,1,1,0,none,0.9,0.9 to 1.0,6,6,1251,0.000064,12543
311,V3,Llama 3.1 70B,zero-shot,moderate,2,local_govt_mdm,what are the details of the cmi masters that have the cross reference code 'Tax'?,SELECT T1.cmi_details FROM Customer_Master_Index AS T1 JOIN CMI_Cross_References AS T2 ON T1.master_customer_id = T2.master_customer_id WHERE T2.source_system_code = 'Tax',SELECT cmi.cmi_details FROM Customer_Master_Index cmi JOIN CMI_Cross_References ccr ON cmi.master_customer_id = ccr.master_customer_id WHERE ccr.source_system_code = 'Tax',Correct,1,1,0,none,1.0,0.9 to 1.0,6,6,622,0.000379,2492
312,V4,Llama 3.1 70B,few-shot,moderate,2,local_govt_mdm,what are the details of the cmi masters that have the cross reference code 'Tax'?,SELECT T1.cmi_details FROM Customer_Master_Index AS T1 JOIN CMI_Cross_References AS T2 ON T1.master_customer_id = T2.master_customer_id WHERE T2.source_system_code = 'Tax',SELECT T1.cmi_details FROM Customer_Master_Index AS T1 JOIN CMI_Cross_References AS T2 ON T1.master_customer_id = T2.master_customer_id WHERE T2.source_system_code = 'Tax',Correct,1,1,0,none,0.9,0.9 to 1.0,6,6,1253,0.000751,6509
313,V1,Llama 3.1 8B,zero-shot,moderate,2,medicine_enzyme_interaction,"Which enzyme names have the substring ""ALA""?","SELECT name FROM enzyme WHERE name LIKE ""%ALA%""",SELECT name FROM enzyme WHERE name LIKE '%ALA%',Correct,1,1,0,none,1.0,0.9 to 1.0,2,2,298,0.000016,3177
314,V2,Llama 3.1 8B,few-shot,moderate,2,medicine_enzyme_interaction,"Which enzyme names have the substring ""ALA""?","SELECT name FROM enzyme WHERE name LIKE ""%ALA%""",SELECT name FROM enzyme WHERE name LIKE '%ALA%',Correct,1,1,0,none,0.95,0.9 to 1.0,2,2,929,0.000047,8452
315,V3,Llama 3.1 70B,zero-shot,moderate,2,medicine_enzyme_interaction,"Which enzyme names have the substring ""ALA""?","SELECT name FROM enzyme WHERE name LIKE ""%ALA%""",SELECT name FROM enzyme WHERE name LIKE '%ALA%',Correct,1,1,0,none,1.0,0.9 to 1.0,2,2,297,0.000180,2303
316,V4,Llama 3.1 70B,few-shot,moderate,2,medicine_enzyme_interaction,"Which enzyme names have the substring ""ALA""?","SELECT name FROM enzyme WHERE name LIKE ""%ALA%""",SELECT name FROM enzyme WHERE name LIKE '%ALA%',Correct,1,1,0,none,0.95,0.9 to 1.0,2,2,929,0.000553,3460
317,V1,Llama 3.1 8B,zero-shot,moderate,2,movie_1,What are the titles of all movies that have rating star is between 3 and 5?,SELECT T2.title FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID WHERE T1.stars BETWEEN 3 AND 5,SELECT title FROM Movie WHERE mID IN (SELECT mID FROM Rating WHERE stars BETWEEN 3 AND 5),Silent failure,0,1,1,wrong_filter,1.0,0.9 to 1.0,10,6,272,0.000015,2420
318,V1,Llama 3.1 8B,zero-shot,moderate,2,movie_1,What is the id of the reviewer whose name has substring “Mike”?,"SELECT rID FROM Reviewer WHERE name LIKE ""%Mike%""",SELECT rID FROM Reviewer WHERE name LIKE '%Mike%',Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,251,0.000013,2182
319,V2,Llama 3.1 8B,few-shot,moderate,2,movie_1,What are the titles of all movies that have rating star is between 3 and 5?,SELECT T2.title FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID WHERE T1.stars BETWEEN 3 AND 5,SELECT T1.title FROM Movie AS T1 JOIN Rating AS T2 ON T1.mID = T2.mID WHERE T2.stars BETWEEN 3 AND 5,Correct,1,1,0,none,0.95,0.9 to 1.0,10,10,911,0.000047,9428
320,V2,Llama 3.1 8B,few-shot,moderate,2,movie_1,What is the id of the reviewer whose name has substring “Mike”?,"SELECT rID FROM Reviewer WHERE name LIKE ""%Mike%""",SELECT rID FROM Reviewer WHERE name LIKE '%Mike%',Correct,1,1,0,none,0.95,0.9 to 1.0,1,1,882,0.000045,9263
321,V3,Llama 3.1 70B,zero-shot,moderate,2,movie_1,What are the titles of all movies that have rating star is between 3 and 5?,SELECT T2.title FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID WHERE T1.stars BETWEEN 3 AND 5,SELECT DISTINCT M.title FROM Movie M JOIN Rating R ON M.mID = R.mID WHERE R.stars BETWEEN 3 AND 5,Silent failure,0,1,1,wrong_filter,1.0,0.9 to 1.0,10,6,275,0.000171,1585
322,V3,Llama 3.1 70B,zero-shot,moderate,2,movie_1,What is the id of the reviewer whose name has substring “Mike”?,"SELECT rID FROM Reviewer WHERE name LIKE ""%Mike%""",SELECT rID FROM Reviewer WHERE name LIKE '%Mike%',Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,253,0.000155,3121
323,V4,Llama 3.1 70B,few-shot,moderate,2,movie_1,What is the id of the reviewer whose name has substring “Mike”?,"SELECT rID FROM Reviewer WHERE name LIKE ""%Mike%""",SELECT rID FROM Reviewer WHERE name LIKE '%Mike%',Correct,1,1,0,none,0.95,0.9 to 1.0,1,1,882,0.000526,4409
324,V4,Llama 3.1 70B,few-shot,moderate,2,movie_1,What are the titles of all movies that have rating star is between 3 and 5?,SELECT T2.title FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID = T2.mID WHERE T1.stars BETWEEN 3 AND 5,SELECT T1.title FROM Movie AS T1 JOIN Rating AS T2 ON T1.mID = T2.mID WHERE T2.stars BETWEEN 3 AND 5,Correct,1,1,0,none,0.9,0.9 to 1.0,10,10,911,0.000547,4358
325,V1,Llama 3.1 8B,zero-shot,moderate,2,party_people,Show all ministers and parties they belong to in descending order of the time they took office.,"SELECT minister , party_name FROM party ORDER BY took_office DESC","SELECT p.Minister, p.Party_name FROM party p ORDER BY p.Took_office DESC",Correct,1,1,0,none,1.0,0.9 to 1.0,5,5,405,0.000021,4374
326,V2,Llama 3.1 8B,few-shot,moderate,2,party_people,Show all ministers and parties they belong to in descending order of the time they took office.,"SELECT minister , party_name FROM party ORDER BY took_office DESC","SELECT T1.Minister, T2.Party_name FROM party AS T1 JOIN party AS T2 ON T1.Party_ID = T2.Party_ID ORDER BY T1.Took_office DESC",Correct,1,1,0,none,0.9,0.9 to 1.0,5,5,1057,0.000055,10555
327,V3,Llama 3.1 70B,zero-shot,moderate,2,party_people,Show all ministers and parties they belong to in descending order of the time they took office.,"SELECT minister , party_name FROM party ORDER BY took_office DESC","SELECT Minister, Party_name FROM party ORDER BY Took_office DESC",Correct,1,1,0,none,1.0,0.9 to 1.0,5,5,398,0.000241,2383
328,V4,Llama 3.1 70B,few-shot,moderate,2,party_people,Show all ministers and parties they belong to in descending order of the time they took office.,"SELECT minister , party_name FROM party ORDER BY took_office DESC","SELECT Minister, Party_name FROM party ORDER BY Took_office DESC",Correct,1,1,0,none,0.9,0.9 to 1.0,5,5,1028,0.000612,4474
329,V1,Llama 3.1 8B,zero-shot,moderate,2,poker_player,List the names and birth dates of people in ascending alphabetical order of name.,"SELECT Name , Birth_Date FROM people ORDER BY Name ASC","SELECT Name, Birth_Date FROM people ORDER BY Name ASC",Correct,1,1,0,none,1.0,0.9 to 1.0,7,7,270,0.000014,2196
330,V2,Llama 3.1 8B,few-shot,moderate,2,poker_player,List the names and birth dates of people in ascending alphabetical order of name.,"SELECT Name , Birth_Date FROM people ORDER BY Name ASC","SELECT name , Birth_Date FROM people ORDER BY name ASC",Correct,1,1,0,none,0.95,0.9 to 1.0,7,7,902,0.000046,8525
331,V3,Llama 3.1 70B,zero-shot,moderate,2,poker_player,List the names and birth dates of people in ascending alphabetical order of name.,"SELECT Name , Birth_Date FROM people ORDER BY Name ASC","SELECT Name, Birth_Date FROM people ORDER BY Name ASC",Correct,1,1,0,none,1.0,0.9 to 1.0,7,7,272,0.000166,2798
332,V4,Llama 3.1 70B,few-shot,moderate,2,poker_player,List the names and birth dates of people in ascending alphabetical order of name.,"SELECT Name , Birth_Date FROM people ORDER BY Name ASC","SELECT Name, Birth_Date FROM people ORDER BY Name ASC",Correct,1,1,0,none,1.0,0.9 to 1.0,7,7,902,0.000537,4359
333,V1,Llama 3.1 8B,zero-shot,moderate,2,program_share,What are the names of the channels owned by CCTV or HBS?,SELECT name FROM channel WHERE OWNER = 'CCTV' OR OWNER = 'HBS',"SELECT Name FROM channel WHERE Owner IN ('CCTV', 'HBS')",Correct,1,1,0,none,1.0,0.9 to 1.0,8,8,380,0.000020,4189
334,V2,Llama 3.1 8B,few-shot,moderate,2,program_share,What are the names of the channels owned by CCTV or HBS?,SELECT name FROM channel WHERE OWNER = 'CCTV' OR OWNER = 'HBS',SELECT name FROM channel WHERE owner = 'CCTV' OR owner = 'HBS',Correct,1,1,0,none,0.95,0.9 to 1.0,8,8,1015,0.000052,10358
335,V3,Llama 3.1 70B,zero-shot,moderate,2,program_share,What are the names of the channels owned by CCTV or HBS?,SELECT name FROM channel WHERE OWNER = 'CCTV' OR OWNER = 'HBS',"SELECT Name FROM channel WHERE Owner IN ('CCTV', 'HBS')",Correct,1,1,0,none,1.0,0.9 to 1.0,8,8,382,0.000232,2515
336,V4,Llama 3.1 70B,few-shot,moderate,2,program_share,What are the names of the channels owned by CCTV or HBS?,SELECT name FROM channel WHERE OWNER = 'CCTV' OR OWNER = 'HBS',SELECT Name FROM channel WHERE Owner = 'CCTV' OR Owner = 'HBS',Correct,1,1,0,none,0.95,0.9 to 1.0,8,8,1015,0.000605,4397
337,V1,Llama 3.1 8B,zero-shot,moderate,2,sakila_1,Which movies have 'Deleted Scenes' as a substring in the special feature?,SELECT title FROM film WHERE special_features LIKE '%Deleted Scenes%',SELECT title FROM film WHERE special_features LIKE '%Deleted Scenes%',Correct,1,1,0,none,1.0,0.9 to 1.0,503,503,1500,0.000076,15451
338,V2,Llama 3.1 8B,few-shot,moderate,2,sakila_1,Which movies have 'Deleted Scenes' as a substring in the special feature?,SELECT title FROM film WHERE special_features LIKE '%Deleted Scenes%',SELECT title FROM film WHERE special_features LIKE '%Deleted Scenes%',Correct,1,1,0,none,0.95,0.9 to 1.0,503,503,2129,0.000107,21406
339,V3,Llama 3.1 70B,zero-shot,moderate,2,sakila_1,Which movies have 'Deleted Scenes' as a substring in the special feature?,SELECT title FROM film WHERE special_features LIKE '%Deleted Scenes%',SELECT title FROM film WHERE special_features LIKE '%Deleted Scenes%',Correct,1,1,0,none,1.0,0.9 to 1.0,503,503,1500,0.000891,2612
340,V4,Llama 3.1 70B,few-shot,moderate,2,sakila_1,Which movies have 'Deleted Scenes' as a substring in the special feature?,SELECT title FROM film WHERE special_features LIKE '%Deleted Scenes%',SELECT title FROM film WHERE special_features LIKE '%Deleted Scenes%',Correct,1,1,0,none,0.9,0.9 to 1.0,503,503,2129,0.001261,10599
341,V1,Llama 3.1 8B,zero-shot,moderate,2,school_bus,How many drivers are from Hartford city or younger than 40?,SELECT count(*) FROM driver WHERE home_city = 'Hartford' OR age < 40,SELECT COUNT(Driver_ID) FROM driver WHERE Home_city = 'Hartford' OR Age < 40,Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,321,0.000017,3406
342,V2,Llama 3.1 8B,few-shot,moderate,2,school_bus,How many drivers are from Hartford city or younger than 40?,SELECT count(*) FROM driver WHERE home_city = 'Hartford' OR age < 40,SELECT COUNT(DISTINCT Driver_ID) FROM driver WHERE Home_city = 'Hartford' OR Age < 40,Correct,1,1,0,none,0.95,0.9 to 1.0,1,1,953,0.000049,9931
343,V3,Llama 3.1 70B,zero-shot,moderate,2,school_bus,How many drivers are from Hartford city or younger than 40?,SELECT count(*) FROM driver WHERE home_city = 'Hartford' OR age < 40,SELECT COUNT(Driver_ID) FROM driver WHERE Home_city = 'Hartford' OR Age < 40,Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,321,0.000197,1267
344,V4,Llama 3.1 70B,few-shot,moderate,2,school_bus,How many drivers are from Hartford city or younger than 40?,SELECT count(*) FROM driver WHERE home_city = 'Hartford' OR age < 40,SELECT COUNT(*) FROM driver WHERE Home_city = 'Hartford' OR Age < 40,Correct,1,1,0,none,0.9,0.9 to 1.0,1,1,948,0.000566,5445
345,V1,Llama 3.1 8B,zero-shot,moderate,2,ship_mission,Show the name of ships whose nationality is either United States or United Kingdom.,"SELECT Name FROM ship WHERE Nationality = ""United States"" OR Nationality = ""United Kingdom""","SELECT Name FROM ship WHERE Nationality IN ('United States', 'United Kingdom')",Correct,1,1,0,none,1.0,0.9 to 1.0,8,8,277,0.000015,3482
